0	0	
1	0	130,80,174,275,267,204,345,133,437,438,124,580
2	0	
3	0	
4	0	187,246,44,407,232,68,17,525,200,251,349,242,394,314
5	0	
6	0	
7	0	243,114,54,175,281,252,392,453,323,791,330,396
8	0	
9	0	
10	0	
11	0	
12	0	
13	0	
14	0	
15	0	
16	0	314,403,413,253
17	0	
18	0	
19	0	103,172,154,44,68,179,253,387,279,515
20	0	
21	0	184,98,161,310,143,18,253,297
22	0	
23	0	21,180,251,305,184,342,50,415,389
24	0	
25	0	
26	0	
27	0	68,175,189,400,232,468,229,306,341
28	0	
29	0	68,50,342,130,48,36,305,116,204,251,599
30	0	
31	0	
32	0	93,68,50,457,342,389,48,36,32,37,133,251,599
33	0	
34	0	
35	0	
36	0	
37	0	95,175,336,262,608,488,180,50,257,394,326,384,506
38	0	
39	0	
40	0	
41	0	174,16,95,98,18,17,428,413,599
42	0	
43	0	75,175,235,275,321,298,267,495,668,73,204
44	0	
45	0	
46	0	103,68,60,175,230,232,450,440,97,73,469,565,580
47	0	
48	0	226,103,97,234,390,450,476
49	0	
50	0	246,29,515,262,468,103,251,253,310,179
51	0	
52	0	180,95,387,175,39,343,204,133,492
53	0	
54	0	499,109,238,95,60,493,281,248,227
55	0	
56	0	68,179,251,279,370,227,400
57	0	
58	0	37,38,234,343,24,34,242,83,336,257,394,370,682
59	0	
60	0	283,114,54,170,150,61,341,227
61	0	
62	0	
63	0	93,470,277,227,282,7,9,8,379,385,375,502
64	0	
65	0	
66	0	68,418,321,501,66,227,370,7,9,8,379,484,282
67	0	
68	0	
69	0	227,235,141,275,345,388,321,311,499,438,491,562,668
70	0	
71	0	
72	0	367,392,62,109,114,282,243,229,321,330
73	0	
74	0	5,335,359,175,174,475,469
75	0	
76	0	
77	0	37,24,95,38,32,234,172,204,67,502,667
78	0	
79	0	562,187,335,23,248,173,428,472
80	0	
81	0	
82	0	
83	0	16,98,175,297,174,343,400,493,515,364,143,189,348,279
84	0	98,48,114,175,283,413,372
85	0	
86	0	122,195,50,32,21,227,252,333,254,256,255,562,494
87	0	
88	0	114,212,122,286,174,325,425,254,256,255,184,491,612
89	0	
90	0	61,392,791,36,229,103,333,341,350
91	0	
92	0	195,114,310,288,50,499,123,513,7,8,9,184
93	0	
94	0	
95	0	175,335,111,469,205,525,457,350,484
96	0	272,7,9,8,260,427,385,471
97	0	
98	0	282,246,359,163,400,114,133,175,21,321,97,502
99	0	
100	0	
101	0	
102	0	246,335,174,275,236,79,78,77,235,267,437,384,580
103	0	
104	0	246,187,197,24,195,130,174,43,103,442
105	0	
106	0	
107	0	
108	0	562,174,359,37,187,34,173,133,330,428
109	0	60,220,288,180,174,254,256,255,103,194,390,599
110	0	
111	0	68,174,407,130,368,470,242,179,306,423,424,422
112	0	
113	0	312,356,217,69,118,215,68,270
114	0	93,283,175,73,267,476,72,133,437,384
115	0	509,68,50,38,283,359,23,116,306,253
116	0	62,499,50,175,190,150,225,330,200
117	0	
118	0	60,114,401,367,189,56,34,341,130
119	0	
120	0	
121	0	
122	0	95,252,109,471,321,248,102,271,298,478,196
123	0	68,400,364,501,226,179
124	0	
125	0	
126	0	
127	0	364,175,37,31,98,370,450,276
128	0	
129	0	
130	0	
131	0	321,174,32,246,90,573,349,250,248
132	0	
133	0	175,174,321,281,197,24,189,273,204,313,343,500
134	0	
135	0	
136	0	
137	0	
138	0	62,61,114,282,513,21,48,44,321,191,390,330,250
139	0	
140	0	62,61,109,175,282,229,36,72,341,196,103
141	0	
142	0	174,225,366,18,469,372
143	0	38,174,90,68,380,122,204,18,495,562,612
144	0	
145	0	
146	0	
147	0	453,225,245,54,48,114,349,407
148	0	
149	0	
150	0	
151	0	
152	0	22,73,68,246,175,267,275,437,312,34,505,580
153	0	
154	0	
155	0	154,98,179,37,343,336,306,38,24,394,326,267
156	0	
157	0	
158	0	242,37,56,246,8,232,349,453,313,335,260
159	0	
160	0	
161	0	38,163,116,179,271,387,204,343,608
162	0	
163	0	48,17,18,297,101,143,97,212,542
164	0	
165	0	60,103,227,282,450,366,68
166	0	
167	0	60,50,226,390,476,400,224,679
168	0	
169	0	
170	0	60,54,487,175,103,133,250,97
171	0	
172	0	217,273,268,252,321,175,574,179,227,9,604
173	0	217,273,312,321,505,118,133,187,150,102,313,343,500,581
174	0	343,356,505,387,195,217,273,205,313,581
175	0	217,64,375,326,234,248,500
176	0	
177	0	65,98,297,389,493,114,428,502
178	0	
